FFIEC_ID	LEI_ID	TYPE
169653	549300OBO7DOF2KOP535	TN
666974	5U85JMGQVRUUD6EAS211	TN
666974	5493008CPTDVOS570626	TN
666974	549300DPWFIO1S3DF358	TN
775456	5493000V7431YLIMOX56	TN
419460	549300CUL44QXBGFJM68	TN
403946	549300PCCKR7GKQPTC92	TN
534073	549300KWXO8FUM7L0E14	TN
679826	5493000X2GP8E7JX0I71	TN
68448	5493001SSNVCONGBH947	TN
677644	549300NQ6JHMRWQ5IH65	TN
330873	5493004LN4GS7BNXIO13	TN
540739	549300JOYC0RUSF9DL04	TN
3076453	549300IBHVRZNE4YFN80	TN
189044	4LJGQ9KJ9S0CP4B1FY29	TN
401755	QOT5WN9RBKQTFRVKEV31	TN
284248	549300DT7WZ1SOTNFJ62	TN
284248	549300OBO7DOF2KOP535	TN
824550	54930082GM1TWV6QVI24	TN
93619	3HICJPQ15PGZSBFDNJ82	TN
93619	571474TGEMMWANRLN572	TN
3617856	549300IY6RZNCBF0QZ14	TN
561864	MWOHLJHB72MKNNDQ3H72	TN
317650	5493002PU0KOD7M34E71	TN
823450	549300IAV3GSO0Q2TD74	TN
3377235	549300IXP5DNWSGY6F96	TN
49054	7DMUJTL9FFTVIAG9H788	TN
2920287	5493005H4X3OHR6QOF09	TN
845443	549300SCD1WKGSXEQ726	TN
750154	549300JOYC0RUSF9DL04	TN
487357	54930055WXO1SUC1AH62	TN
43744	549300FHGNOLF14HHS09	TN
275750	54930082GM1TWV6QVI24	TN
3678857	549300RBJCM5B02O5U05	TN
10849	549300JOYC0RUSF9DL04	TN
550756	549300IQ5NY7CSJLZW53	TN
574949	549300NQ6JHMRWQ5IH65	TN
252658	549300SCD1WKGSXEQ726	TN
811046	549300FHEF6GQ6943A29	TN
20053	549300NIXL7EJEGA5V78	TN
264455	549300JOYC0RUSF9DL04	TN
817824	03D0JEWFDFUS0SEEKG89	TN
925055	549300PQQ811NIDWVF29	TN
925055	R6KJ2D7C3UT8OVTWHS39	TN
725844	54930055WXO1SUC1AH62	TN
467733	549300MREHQH0F0T2I60	TN
467733	62QLBUYGD5B0HB0RFF84	TN
466642	549300IAV3GSO0Q2TD74	TN
205243	549300NQ6JHMRWQ5IH65	TN
193162	549300CUL44QXBGFJM68	TN
366238	549300361WHGAHSILK98	TN
588058	549300PV2KIL739QYQ35	TN
3438060	54930084GJFEXBIOGU45	TN
875936	549300DT7WZ1SOTNFJ62	TN
875936	549300OBO7DOF2KOP535	TN
3252	LDVFX8JEECFFE8HRWA73	TN
318974	5493008CPTDVOS570626	TN
173548	549300RBWA4J4QTPSY69	TN
501972	549300Y7OEG60MGTKK54	TN
2788656	38PG5GG0OEQK4QMSKE59	TN
35301	OLO8RKM2RJ2ICV6SJH34	TN
35301	549300L2G0YVDX1V8985	TN
522454	549300JOYC0RUSF9DL04	TN
584920	549300VEKCSSF6IT9X67	TN
203070	5493007K6HGI9G0ECX16	TN
884648	T68X8LLAQYRNDV034K14	TN
952453	54930082GM1TWV6QVI24	TN
975555	549300CUL44QXBGFJM68	TN
455972	5493006HXEF6V2NZED40	TN
859002	549300COSKD1GGV2KI91	TN
3358270	549300DGXIGIGE76PL41	TN
3285246	549300JOYC0RUSF9DL04	TN
376068	549300DT7WZ1SOTNFJ62	TN
376068	549300OBO7DOF2KOP535	TN
2615190	549300FGCMJCC78W3068	TN
371858	549300CUL44QXBGFJM68	TN
241559	R6KJ2D7C3UT8OVTWHS39	TN
590145	549300CUL44QXBGFJM68	TN
209858	VLHVLQUX4R784BFFBB27	TN
2733263	549300FOO7XNZ1564N12	TN
76443	5493006HXEF6V2NZED40	TN
498456	549300JOYC0RUSF9DL04	TN
12656	D32W5EBLENJC27207O81	TN
973364	3P2Y4GC1ZTNP4KZ4JK76	TN
2759629	549300CUL44QXBGFJM68	TN
5210	549300NBFK4GO76FTE84	TN
164854	549300OPKCV6BLMDSL66	TN
164854	549300RA8FPV4K1HE018	TN
216164	549300JOYC0RUSF9DL04	TN
943974	549300JW8Z4H2SFHB196	TN
672537	5493002XCPKQYCZ56W55	TN
796152	549300JOYC0RUSF9DL04	TN
485139	549300LS4IRCYZSRMH20	TN
3187612	549300ETZEAIJ89ZBG10	TN
2973386	5LJTIFADGZ6XH1RVOC11	TN
445955	549300CUL44QXBGFJM68	TN
252452	5493007K6HGI9G0ECX16	TN
116741	O4XVIZ10YPQYFKUKCF76	TN
3593307	549300UZ0S304OY8EI70	TN
1198641	T8YS5W0N70BYCTHPA429	TN
2339535	UDCGBDS6R30RF1SS3P35	TN
659341	549300BN5FCX4NJONC21	TN
184656	549300PV2KIL739QYQ35	TN
673431	549300FOO7XNZ1564N12	TN
673431	549300PBYPELTFRZ1M19	TN
673431	FDXQ75GPEQKRPWABYN63	TN
673431	9LIMABRJ9VPV74PBJB17	TN
139843	549300F1D89NKN4SJD05	TN
534466	549300N658TLIZB8CF43	TN
114149	549300Z2B4FHRYOXTS09	TN
354057	549300CUL44QXBGFJM68	TN
2382308	SS1TRMSN6BRNMOREEV51	TN
3212402	549300A7DTSCJLJ33451	TN
24855	549300CUL44QXBGFJM68	TN
801047	549300JOYC0RUSF9DL04	TN
3017081	1DU7IM20QESYGDO4HO54	TN
3017081	5W8K24Y84A8K2MB4J830	TN
685658	549300IPOYGXY3GXY258	TN
68840	R6KJ2D7C3UT8OVTWHS39	TN
2451240	549300NVRYZPQ6BD1O96	TN
2797162	549300UDBUNBNEKR8J69	TN
2797162	549300PBYPELTFRZ1M19	TN
2797162	FDXQ75GPEQKRPWABYN63	TN
2797162	9LIMABRJ9VPV74PBJB17	TN
896856	549300P9VEXO0ZW3HJ30	TN
501767	549300CUL44QXBGFJM68	TN
3066025	551QBR5B50SV8ZYC3K06	TN
3066025	549300NIUPNUFRZ8LJ52	TN
3066025	54930022V5V8ZZETHH53	TN
741068	V1EBJIOLRNYDHDF63Z33	TN
3143805	549300A7DTSCJLJ33451	TN
32234	5493001SSNVCONGBH947	TN
3441677	VHLKBUIUPJO80FD9GE42	TN
2337335	VNOO6EITDJ2YUEBMSZ83	TN
2654818	T68X8LLAQYRNDV034K14	TN
565143	549300JOYC0RUSF9DL04	TN
3125137	549300SGSDB4HQJSLK07	TN
1001451	5493002PU0KOD7M34E71	TN
137447	549300IAV3GSO0Q2TD74	TN
289739	5493004XDYR0YX20D907	TN
289739	5493007B7MEWKMDWUZ73	TN
130813	549300465MKS092D5K02	TN
148340	549300MREHQH0F0T2I60	TN
148340	62QLBUYGD5B0HB0RFF84	TN
686963	FVPV0TNOIM6NUIE59530	TN
116554	549300JOYC0RUSF9DL04	TN
2811086	5493007K6HGI9G0ECX16	TN
944627	549300LBYGRKZX1SD516	TN
629746	549300NQ6JHMRWQ5IH65	TN
3345168	549300IY6RZNCBF0QZ14	TN
519070	549300DPWFIO1S3DF358	TN
3466979	549300W73YLIBBL9LB22	TN
556459	549300IPOYGXY3GXY258	TN
88455	549300Y7OEG60MGTKK54	TN
2619732	549300SCD1WKGSXEQ726	TN
372640	549300NQ6JHMRWQ5IH65	TN
3195064	549300X81DB0TLVVZF81	TN
392255	549300IAV3GSO0Q2TD74	TN
3437483	VLP5AP0XK2GM6GKD1007	TN
338851	549300FHGNOLF14HHS09	TN
899642	549300JOYC0RUSF9DL04	TN
923707	5493006NTCY0P06JR884	TN
810900	5493009BOQDC6PCFR785	TN
676076	549300DPWFIO1S3DF358	TN
106452	5493004XDYR0YX20D907	TN
3797712	549300SCD1WKGSXEQ726	TN
327949	549300HQW3FSOL75WC88	TN
428547	549300PBYPELTFRZ1M19	TN
428547	549300B6UWNP01JH6452	TN
460275	5U85JMGQVRUUD6EAS211	TN
460275	549300NGMP98V8V2N992	TN
704755	54930084GJFEXBIOGU45	TN
131418	549300T7AIY7RU1YDP31	TN
875655	549300MO7M4NBJN6II53	TN
358112	549300XQ8DRJT0OETE90	TN
895055	549300CUL44QXBGFJM68	TN
991621	549300PQQ811NIDWVF29	TN
436159	549300DT7WZ1SOTNFJ62	TN
210434	549300IY9AYN7EIYKB09	TN
210434	549300Q4KEH5KOJAOS90	TN
210434	549300RBRC2CQISI8V06	TN
210434	54930021KBGQSVG63X16	TN
210434	549300BKPM4KMKMMMF26	TN
210434	549300MPB0KYJ5QT1Z82	TN
321152	549300PQQ811NIDWVF29	TN
539377	549300OPKCV6BLMDSL66	TN
539377	549300RA8FPV4K1HE018	TN
588348	549300BN5FCX4NJONC21	TN
207041	549300CUL44QXBGFJM68	TN
70058	549300NQ6JHMRWQ5IH65	TN
470050	549300E0S1LZYZ9QNX81	TN
470050	MV4O55SH8HO6KQSGW013	TN
470050	YJMYTIGWK1HM7EQ06C15	TN
470050	JR5KI5OHGDQJ7QBQ7R81	TN
225942	549300Z2B4FHRYOXTS09	TN
763930	549300NQ6JHMRWQ5IH65	TN
3750650	549300KRZPD4CJ340L77	TN
1225752	549300XQ8DRJT0OETE90	TN
991854	549300RBWA4J4QTPSY69	TN
49652	549300DT7WZ1SOTNFJ62	TN
49652	549300OBO7DOF2KOP535	TN
37435	549300OPKCV6BLMDSL66	TN
37435	549300RA8FPV4K1HE018	TN
176325	549300NQ6JHMRWQ5IH65	TN
496434	549300CUL44QXBGFJM68	TN
917050	549300JOYC0RUSF9DL04	TN
231149	549300DAJBYHHUF4TW31	TN
154770	549300JZOEFUDT8C2R43	TN
964250	CKVBED0S4DMLKJJ5XH28	TN
130345	549300IY6RZNCBF0QZ14	TN
702117	549300T7AIY7RU1YDP31	TN
131436	549300DT7WZ1SOTNFJ62	TN
131436	549300OBO7DOF2KOP535	TN
50461	549300LNRYUUM1W06R88	TN
606176	54930002ZF7XTZGVKY26	TN
507330	549300Z2B4FHRYOXTS09	TN
1005440	549300CUL44QXBGFJM68	TN
197478	FVPV0TNOIM6NUIE59530	TN
3310287	549300Q7Z82GBWDBKV57	TN
3310287	549300CUEX7AGUVHDS92	TN
3310287	549300O20SI532BB3E87	TN
474656	549300JOYC0RUSF9DL04	TN
617051	DRMSV1Q0EKMEXLAU1P80	TN
1211371	5JQ7W3GWO8J5DAE5WR19	TN
1211371	549300RM7ARTTP3T1V93	TN
324649	549300JOYC0RUSF9DL04	TN
324649	549300IAV3GSO0Q2TD74	TN
357049	549300IAV3GSO0Q2TD74	TN
2914268	EEX0N4ID1C226M44VF22	TN
2914268	0UZTS2D38E1WD4MK3K98	TN
2914268	RRU0WCSIEQVV8NJYCG61	TN
2914268	IV6I0ESBGYIQU6DO1B35	TN
2914268	549300JFYFTF85QAQR28	TN
557858	D32W5EBLENJC27207O81	TN
2666400	20TVKH7M13MUBGE80C53	TN
2666400	549300YCCZTMBHGTNQ79	TN
129358	549300JOYC0RUSF9DL04	TN
358149	549300JOYC0RUSF9DL04	TN
446149	5493006HXEF6V2NZED40	TN
2719427	XY18PUSROVLI5YR2I431	TN
53752	549300JOYC0RUSF9DL04	TN
138257	549300CUL44QXBGFJM68	TN
403254	PINLJ7T7GLTF48NFP863	TN
3918898	F28JOQ8OBWCFUYM0UX93	TN
644057	549300JOYC0RUSF9DL04	TN
3383599	549300361WHGAHSILK98	TN
224655	54930082GM1TWV6QVI24	TN
119779	5493004LN4GS7BNXIO13	TN
936855	549300T7AIY7RU1YDP31	TN
3118447	549300VEKCSSF6IT9X67	TN
2721765	5493005LC6991GWTPI71	TN
452850	549300MREHQH0F0T2I60	TN
175672	5493004LN4GS7BNXIO13	TN
270504	549300IY6RZNCBF0QZ14	TN
545846	4LJGQ9KJ9S0CP4B1FY29	TN
165628	549300E0S1LZYZ9QNX81	TN
165628	YJMYTIGWK1HM7EQ06C15	TN
165628	JR5KI5OHGDQJ7QBQ7R81	TN
63573	5493004LN4GS7BNXIO13	TN
617024	549300BM23UL1BEK9N47	TN
446176	5493008CPTDVOS570626	TN
446176	549300DPWFIO1S3DF358	TN
65513	549300OTTCSOD5OCZ143	TN
65513	549300O8Y7BVTQ94IE94	TN
65513	549300RM7ARTTP3T1V93	TN
3216017	3HICJPQ15PGZSBFDNJ82	TN
3216017	C398JSK21YCXWM603F55	TN
3216017	2I8LP0RLR14D1X6W0P51	TN
3353172	549300LNRYUUM1W06R88	TN
797319	N8T7HW55LK5D2ORCKP39	TN
3303953	549300256FCWXUM5FR50	TN
322449	549300IY6RZNCBF0QZ14	TN
439404	549300JOYC0RUSF9DL04	TN
439404	549300IAV3GSO0Q2TD74	TN
1002373	5493004LN4GS7BNXIO13	TN
1160853	54930082GM1TWV6QVI24	TN
7045	5493006HXEF6V2NZED40	TN
41553	549300JOYC0RUSF9DL04	TN
400365	S0Q3AHZRL5K6VQE35M07	TN
688453	5493002PU0KOD7M34E71	TN
3217331	5493002XCPKQYCZ56W55	TN
401447	COINQMNIM6RBU631DD85	TN
762474	549300VEKCSSF6IT9X67	TN
310437	UPMVBH3EU3LS6P1KR697	TN
347956	KI0VI4JRMCIJ329YTN75	TN
641355	549300NIXL7EJEGA5V78	TN
666657	5493007B7MEWKMDWUZ73	TN
867650	549300361WHGAHSILK98	TN
121679	549300V3ZIDKPJ5RPX64	TN
93543	549300TWHZRVTZ8RYT46	TN
536059	549300IPOYGXY3GXY258	TN
3269590	70WY0ID1N53Q4254VH70	TN
633501	549300OPKCV6BLMDSL66	TN
3346633	5493000GDQJIBPCUBG13	TN
1189041	5493008ETVHBTJEF0O91	TN
2886178	5493006HXEF6V2NZED40	TN
747051	7DMUJTL9FFTVIAG9H788	TN
394259	549300JOYC0RUSF9DL04	TN
426534	549300LH0RW78R3R3Z48	TN
60648	549300IAV3GSO0Q2TD74	TN
284958	549300JOYC0RUSF9DL04	TN
689759	R6KJ2D7C3UT8OVTWHS39	TN
3142358	II61D6IY86YZ37HBBL25	TN
3440830	38PG5GG0OEQK4QMSKE59	TN
628178	549300Z2B4FHRYOXTS09	TN
451965	5493004K0JZR7CDRU482	TN
451965	54930088KVBU3PQGN847	TN
451965	549300VWQ104OKEL1N92	TN
451965	KND4N4DH7FPU2J0K3Z73	TN
451965	549300NF84UE5BCU4K13	TN
451965	549300RMTIUQ8JG5DM20	TN
451965	549300NUE7DQRITNA438	TN
280352	XC7Z0BA39TU7L1AKOJ12	TN
266066	549300IAV3GSO0Q2TD74	TN
603755	549300JOYC0RUSF9DL04	TN
772008	5493002578XYSRFY2C51	TN
563457	LDVFX8JEECFFE8HRWA73	TN
563457	549300CUL44QXBGFJM68	TN
3122994	549300000J5YRGFRJL17	TN
446130	549300NQ6JHMRWQ5IH65	TN
4257594	549300JQF3XG9BOTU430	TN
785932	549300IY6RZNCBF0QZ14	TN
552732	UBNR8NKAK8J9JL4NZF88	TN
271631	549300NQ6JHMRWQ5IH65	TN
2262718	DX0JX77PRMOELF7VG772	TN
3067929	54930055WXO1SUC1AH62	TN
3303917	EFBDHEMMHTWI378O4988	TN
752644	549300TF1E42EUFBSL45	TN
108269	549300CUL44QXBGFJM68	TN
396253	5493001SSNVCONGBH947	TN
621151	549300575R17XN3DXK30	TN
319458	549300CUL44QXBGFJM68	TN
835613	4LJGQ9KJ9S0CP4B1FY29	TN
330248	549300CUL44QXBGFJM68	TN
763752	549300H4YLM23QKOGK29	TN
449832	R6KJ2D7C3UT8OVTWHS39	TN
2044811	EFBDHEMMHTWI378O4988	TN
3109584	5493004P8N5YCKXRYW80	TN
142571	H98JYKDFKFZ5ZPCSMT69	TN
467265	LDVFX8JEECFFE8HRWA73	TN
467265	549300CUL44QXBGFJM68	TN
305059	549300JOYC0RUSF9DL04	TN
344647	549300FOO7XNZ1564N12	TN
344647	3HICJPQ15PGZSBFDNJ82	TN
344647	C398JSK21YCXWM603F55	TN
344647	2I8LP0RLR14D1X6W0P51	TN
365745	549300361WHGAHSILK98	TN
330239	549300IAV3GSO0Q2TD74	TN
29636	BYS4YH6F43ZNH28P2D57	TN
386432	549300KWXO8FUM7L0E14	TN
508841	54930002ZF7XTZGVKY26	TN
2352235	549300KWXO8FUM7L0E14	TN
735067	38PG5GG0OEQK4QMSKE59	TN
773546	549300JOYC0RUSF9DL04	TN
109574	FJMKG323P0YU76XURH25	TN
2747279	I70W3N0Z6KOX8FYIH023	TN
239752	LDVFX8JEECFFE8HRWA73	TN
122546	549300CUL44QXBGFJM68	TN
609010	549300CUL44QXBGFJM68	TN
833404	5493006NTCY0P06JR884	TN
2490285	549300IAV3GSO0Q2TD74	TN
2960788	549300FOO7XNZ1564N12	TN
2960788	C398JSK21YCXWM603F55	TN
375566	549300IAV3GSO0Q2TD74	TN
888552	549300JOYC0RUSF9DL04	TN
1836701	549300MDL55QYY567K46	TN
3016347	D981X4Z4RWS7PDMJUZ03	TN
924236	549300JOYC0RUSF9DL04	TN
657758	549300PQQ811NIDWVF29	TN
760210	549300NQ6JHMRWQ5IH65	TN
899428	549300DT7WZ1SOTNFJ62	TN
899428	549300OBO7DOF2KOP535	TN
256058	VEQ70DCTAI4TBBHPYI39	TN
810777	549300JZOEFUDT8C2R43	TN
273859	549300NQ6JHMRWQ5IH65	TN
373058	549300RBWA4J4QTPSY69	TN
434539	549300NQ6JHMRWQ5IH65	TN
3470985	OUUCK8JEVZ99M8YITN81	TN
99255	549300JOYC0RUSF9DL04	TN
293053	549300IY6RZNCBF0QZ14	TN
362155	549300CUL44QXBGFJM68	TN
1176920	549300IY6RZNCBF0QZ14	TN
329345	549300DT7WZ1SOTNFJ62	TN
329345	549300OBO7DOF2KOP535	TN
2624400	549300FOO7XNZ1564N12	TN
2624400	C398JSK21YCXWM603F55	TN
2624400	2I8LP0RLR14D1X6W0P51	TN
995450	54930082GM1TWV6QVI24	TN
284574	549300465MKS092D5K02	TN
114859	R6KJ2D7C3UT8OVTWHS39	TN
19356	549300DMHEHNYZ2OLB41	TN
161602	5JQ7W3GWO8J5DAE5WR19	TN
733755	549300T6478PB8BCDW25	TN
3586925	549300NYPTCONPN5C616	TN
3401970	549300DT7WZ1SOTNFJ62	TN
3401970	549300OBO7DOF2KOP535	TN
856243	549300CUL44QXBGFJM68	TN
2119773	549300PBYPELTFRZ1M19	TN
2119773	549300B6UWNP01JH6452	TN
1014844	549300NQ6JHMRWQ5IH65	TN
76135	549300SNZET0P5BZ3J56	TN
964700	571474TGEMMWANRLN572	TN
157379	549300BOX0L2YKKXKO38	TN
2746263	549300Y5YUNNHUW2EQ06	TN
17147	TZTBT0OTGQ2FEK6XMX94	TN
17147	549300E0S1LZYZ9QNX81	TN
1917301	549300VOYFRUBFSW1M31	TN
615459	549300PQQ811NIDWVF29	TN
12937	549300VBWWV6BYQOWM67	TN
364131	549300PQQ811NIDWVF29	TN
917500	549300CUL44QXBGFJM68	TN
113740	549300JOYC0RUSF9DL04	TN
3284445	03D0JEWFDFUS0SEEKG89	TN
624152	549300JOYC0RUSF9DL04	TN
706151	549300R1VV53RGPW1Q44	TN
386142	549300MREHQH0F0T2I60	TN
386142	62QLBUYGD5B0HB0RFF84	TN
594451	549300CUL44QXBGFJM68	TN
741358	549300RBWA4J4QTPSY69	TN
891226	549300NQ6JHMRWQ5IH65	TN
2808602	5493005LC6991GWTPI71	TN
1011553	549300CUL44QXBGFJM68	TN
365455	549300MDL55QYY567K46	TN
756848	549300SCD1WKGSXEQ726	TN
454340	549300JOYC0RUSF9DL04	TN
2746245	7DMUJTL9FFTVIAG9H788	TN
948250	5493006HXEF6V2NZED40	TN
1443266	549300IBHVRZNE4YFN80	TN
443205	62QLBUYGD5B0HB0RFF84	TN
502353	549300JOYC0RUSF9DL04	TN
129910	549300G0IDC55BVNRC48	TN
866000	5493001SSNVCONGBH947	TN
866000	5JQ7W3GWO8J5DAE5WR19	TN
866000	549300RM7ARTTP3T1V93	TN
604547	549300Y7OEG60MGTKK54	TN
451068	549300DT7WZ1SOTNFJ62	TN
451068	549300OBO7DOF2KOP535	TN
1369870	MV4O55SH8HO6KQSGW013	TN
2970657	549300FOO7XNZ1564N12	TN
2970657	3HICJPQ15PGZSBFDNJ82	TN
2970657	C398JSK21YCXWM603F55	TN
215130	TTB80JG2E5GBV4FLOX08	TN
393953	549300I0C7TLHQLQDH91	TN
1293078	5493006HXEF6V2NZED40	TN
349370	WE0I402RW25AU38DTI13	TN
947150	549300JOYC0RUSF9DL04	TN
836656	549300NQ6JHMRWQ5IH65	TN
168441	549300TWHZRVTZ8RYT46	TN
3140822	549300465MKS092D5K02	TN
80431	R6KJ2D7C3UT8OVTWHS39	TN
715032	5493006HXEF6V2NZED40	TN
11837	IUGPUX5LWRZ3B6KIZ697	TN
660066	549300RBWA4J4QTPSY69	TN
2325882	549300OTTCSOD5OCZ143	TN
2325882	5JQ7W3GWO8J5DAE5WR19	TN
275657	549300JOYC0RUSF9DL04	TN
3462074	5493007K6HGI9G0ECX16	TN
159971	7G95BGMCIZTO8KTOM640	TN
349129	549300XQ8DRJT0OETE90	TN
70638	5493006HXEF6V2NZED40	TN
22936	549300NQ6JHMRWQ5IH65	TN
178271	5493004LN4GS7BNXIO13	TN
900454	54930082GM1TWV6QVI24	TN
976703	5JQ7W3GWO8J5DAE5WR19	TN
976703	549300O8Y7BVTQ94IE94	TN
514356	549300JOYC0RUSF9DL04	TN
466549	549300TWHZRVTZ8RYT46	TN
20512	N8T7HW55LK5D2ORCKP39	TN
220974	5493004W7AEPOP0B0249	TN
1904020	E5VAS7I8GX5B0SDBX010	TN
3445769	549300GOJWUWKLTNFL07	TN
808176	WQ4U3ADCR5WID15LA317	TN
3706013	549300VM5JYEPWWV5L25	TN
478766	549300KWXO8FUM7L0E14	TN
407168	549300JOYC0RUSF9DL04	TN
296559	549300XQ8DRJT0OETE90	TN
676656	549300IPOYGXY3GXY258	TN
765505	5493006NTCY0P06JR884	TN
2913887	JJKC32MCHWDI71265Z06	TN
371924	549300SCD1WKGSXEQ726	TN
614313	549300LS4IRCYZSRMH20	TN
238250	549300RBWA4J4QTPSY69	TN
664206	5493006NTCY0P06JR884	TN
271275	5493004LN4GS7BNXIO13	TN
906652	549300IY6RZNCBF0QZ14	TN
503453	54930082GM1TWV6QVI24	TN
866251	549300MREHQH0F0T2I60	TN
866251	62QLBUYGD5B0HB0RFF84	TN
410560	549300JOYC0RUSF9DL04	TN
274548	549300RBJCM5B02O5U05	TN
4437	549300IAV3GSO0Q2TD74	TN
2163477	ZXMJHJK466PBZTM5F379	TN
3266825	UPMVBH3EU3LS6P1KR697	TN
3220863	549300XNMT98BKC51080	TN
3559714	TTB80JG2E5GBV4FLOX08	TN
451273	549300QYX5EMLSR68B45	TN
837550	549300NIXL7EJEGA5V78	TN
498362	VEQ70DCTAI4TBBHPYI39	TN
712648	5493006HXEF6V2NZED40	TN
75446	5493008ZZT83QFXXOM32	TN
388155	LDVFX8JEECFFE8HRWA73	TN
648550	549300CUL44QXBGFJM68	TN
95051	ZHTUZ2LX0AMR7OUUJS53	TN
744238	549300NQ6JHMRWQ5IH65	TN
3381876	549300XNMT98BKC51080	TN
578116	549300BN5FCX4NJONC21	TN
578116	549300DAJBYHHUF4TW31	TN
378110	I70W3N0Z6KOX8FYIH023	TN
378110	5493006HXEF6V2NZED40	TN
2567123	549300OTTCSOD5OCZ143	TN
148238	5493006HXEF6V2NZED40	TN
2998576	549300SM3PTSE5SHTE15	TN
2533119	549300SNZET0P5BZ3J56	TN
227151	549300MREHQH0F0T2I60	TN
227151	62QLBUYGD5B0HB0RFF84	TN
885869	549300Y5YUNNHUW2EQ06	TN
366359	549300CUL44QXBGFJM68	TN
824000	5493008ZK5SW6NTWB533	TN
824000	571474TGEMMWANRLN572	TN
697950	593C3GZG957YOJPS2Z63	TN
2864729	549300VKX8CWI7ZGME90	TN
2864729	549300Q7O3NKBHN0BP12	TN
2864729	549300H59UJL2692QJ84	TN
62147	549300SCD1WKGSXEQ726	TN
966731	549300IAV3GSO0Q2TD74	TN
2040	549300NQ6JHMRWQ5IH65	TN
983055	549300CUL44QXBGFJM68	TN
700430	549300XQ8DRJT0OETE90	TN
744256	549300JOYC0RUSF9DL04	TN
744256	549300IAV3GSO0Q2TD74	TN
1228034	549300DMHEHNYZ2OLB41	TN
852713	549300NBFK4GO76FTE84	TN
291732	549300NQ6JHMRWQ5IH65	TN
591357	5493006HXEF6V2NZED40	TN
4231	549300NQ6JHMRWQ5IH65	TN
693345	MV4O55SH8HO6KQSGW013	TN
3686722	549300UGQ6GXVVI0LW49	TN
3025406	HIFNF5EL7RTYJXEWZF89	TN
708164	549300KWXO8FUM7L0E14	TN
208655	LDVFX8JEECFFE8HRWA73	TN
531250	549300NQ6JHMRWQ5IH65	TN
3559938	549300Y5YUNNHUW2EQ06	TN
593771	549300DDUEQJROKL2A51	TN
4160667	54930044OSTKOJMHF287	TN
722227	549300JOYC0RUSF9DL04	TN
3546862	549300A7DTSCJLJ33451	TN
300063	FVPV0TNOIM6NUIE59530	TN
513854	549300JOYC0RUSF9DL04	TN
547840	549300FGW4E7Z7GC5G03	TN
2939391	5493006HXEF6V2NZED40	TN
529172	549300BZTITCLMZ3TL46	TN
2371508	DXUAJPYZKC19LU073311	TN
777375	5U85JMGQVRUUD6EAS211	TN
4210227	5493009FW6VEXI4KI776	TN
4210227	VNOO6EITDJ2YUEBMSZ83	TN
4210227	5493009BOQDC6PCFR785	TN
943853	549300JOYC0RUSF9DL04	TN
3939240	549300OTTCSOD5OCZ143	TN
3939240	5JQ7W3GWO8J5DAE5WR19	TN
3939240	549300O8Y7BVTQ94IE94	TN
195456	549300IAV3GSO0Q2TD74	TN
273251	549300JOYC0RUSF9DL04	TN
2654911	VQHX84XSDGX12VK7O223	TN
454546	549300RBWA4J4QTPSY69	TN
88772	T68X8LLAQYRNDV034K14	TN
847157	T68X8LLAQYRNDV034K14	TN
329952	549300CUL44QXBGFJM68	TN
246947	549300CUL44QXBGFJM68	TN
3194692	EQTWLK1G7ODGC2MGLV11	TN
268976	549300JDNLC5Y3R2HB05	TN
837354	549300CUL44QXBGFJM68	TN
571920	549300CUL44QXBGFJM68	TN
777366	QOT5WN9RBKQTFRVKEV31	TN
18050	549300CUL44QXBGFJM68	TN
964344	VLP5AP0XK2GM6GKD1007	TN
2650333	549300RBWA4J4QTPSY69	TN
126254	549300JOYC0RUSF9DL04	TN
126254	549300IAV3GSO0Q2TD74	TN
23643	549300FDWHVG4HSERS14	TN
488756	549300JOYC0RUSF9DL04	TN
276355	549300IAV3GSO0Q2TD74	TN
193247	549300VEKCSSF6IT9X67	TN
844053	LDVFX8JEECFFE8HRWA73	TN
79855	R6KJ2D7C3UT8OVTWHS39	TN
3445901	549300TGUS6Y1N77GV58	TN
3202962	549300VEKCSSF6IT9X67	TN
2721103	5493006PATL0IAK3G383	TN
861854	549300JOYC0RUSF9DL04	TN
861854	549300IAV3GSO0Q2TD74	TN
627425	549300JOYC0RUSF9DL04	TN
2966306	2MTSQ5CCMGGQ8GQ49R43	TN
3812165	3HICJPQ15PGZSBFDNJ82	TN
713926	549300NQ6JHMRWQ5IH65	TN
859552	QOT5WN9RBKQTFRVKEV31	TN
98351	5493002PU0KOD7M34E71	TN
379470	5493004LN4GS7BNXIO13	TN
3816510	549300MOIYR1NW3J2W56	TN
857147	5493007B7MEWKMDWUZ73	TN
891253	0S8H5NJFLHEVJXVTQ413	TN
3369007	549300Y7OEG60MGTKK54	TN
2618780	549300YN7OQX9PTS2T45	TN
316840	4LJGQ9KJ9S0CP4B1FY29	TN
911825	549300Z2B4FHRYOXTS09	TN
31255	5493008ETVHBTJEF0O91	TN
234739	549300X81DB0TLVVZF81	TN
723756	5493006HXEF6V2NZED40	TN
764030	PBJHNT51T5V6G5UQFV42	TN
276579	549300DPRWSBUY619V27	TN
484141	D8RBTOL3JO2Q6IEO0F34	TN
2817985	549300VBWWV6BYQOWM67	TN
265676	5493008ETVHBTJEF0O91	TN
322056	549300BN5FCX4NJONC21	TN
2775179	549300SCD1WKGSXEQ726	TN
